id,tournament_id
401121475,NA
401121877,NA
401121469,NA
401121259,NA
401121460,NA
401121264,NA
401119772,NA
401121474,NA
401121301,NA
401121298,NA
401121468,NA
401121569,NA
401121555,NA
401121568,NA
401121554,NA
401121300,NA
401121299,NA
401121473,NA
401121467,NA
401121489,NA
401121258,NA
401121263,NA
401121488,NA
401121466,NA
401121458,NA
401121487,NA
401121257,NA
401121486,NA
401121465,NA
401121459,NA
401121262,NA
401121560,NA
401121505,NA
401121531,NA
401121434,NA
401121559,NA
401121504,NA
401121530,NA
401119771,NA
401121406,NA
401121405,NA
401121503,NA
401119770,NA
401121502,NA
401121485,NA
401121256,NA
401121483,NA
401121464,NA
401119769,NA
401121457,NA
401121484,NA
401121255,NA
401121482,NA
401121463,NA
401121456,NA
401119768,NA
401121558,NA
401121433,NA
401121529,NA
401121557,NA
401121432,NA
401121517,NA
401121873,NA
401121528,NA
401121876,NA
401121297,NA
401121296,NA
401121295,NA
401121875,NA
401121874,NA
401121527,NA
401121501,NA
401121453,NA
401121526,NA
401119781,NA
401121452,NA
401121441,NA
401121431,NA
401121525,NA
401121421,5
401121430,NA
401121254,NA
401121523,NA
401119725,NA
401121567,NA
401121565,NA
401121564,NA
401121552,NA
401121550,NA
401121253,NA
401119765,NA
401119764,NA
401121516,NA
401119766,NA
401121566,NA
401121553,NA
401121551,NA
401121500,NA
401121429,NA
401119767,NA
401121522,NA
401121515,NA
401121455,NA
401121440,NA
401119780,NA
401121499,NA
401121428,NA
401121451,NA
401121454,NA
401121439,NA
401119779,NA
401121427,NA
401121514,NA
401119763,26
401121426,NA
401121513,NA
401119724,NA
401119749,9
401121420,5
401121425,NA
401119723,NA
401121512,NA
401119778,NA
401121419,5
401119681,28
401121546,NA
401121450,NA
401121511,NA
401121545,NA
401119777,NA
401119706,3
401121288,NA
401121275,NA
401121449,NA
401119762,26
401121418,5
401119761,26
401119722,NA
401119748,9
401119680,28
401121417,5
401092802,NA
401092801,NA
401096707,NA
401121498,NA
401119721,NA
401095051,NA
401121510,NA
401092800,NA
401094935,NA
401094230,NA
401119679,28
401119747,9
401095196,NA
401095075,NA
401095064,NA
401094934,NA
401092799,NA
401121497,NA
401095927,NA
401095777,NA
401095757,NA
401095719,NA
401094936,NA
401094933,NA
401094932,NA
401093173,NA
401093172,NA
401093171,NA
401119776,NA
401096172,NA
401093030,NA
401121509,NA
401121311,NA
401096748,NA
401096316,NA
401096306,NA
401095894,NA
401095563,NA
401095538,NA
401095471,NA
401095453,NA
401093170,NA
401093028,NA
401121416,5
401119705,3
401121448,NA
401119720,NA
401121549,NA
401096354,NA
401096034,NA
401095984,NA
401095964,NA
401095912,NA
401095873,NA
401095492,NA
401094202,NA
401094199,NA
401094198,NA
401093844,NA
401093843,NA
401093842,NA
401093841,NA
401093029,NA
401093027,NA
401093026,NA
401092163,NA
401121287,NA
401121548,NA
401119775,NA
401094201,NA
401094200,NA
401119704,3
401121447,NA
401121415,5
401119719,NA
401121286,NA
401119760,26
401121414,5
401119759,26
401119746,9
401119678,28
401119718,NA
401119703,3
401121402,NA
401121413,5
401121404,NA
401121403,NA
401121401,NA
401121285,NA
401095074,NA
401095063,NA
401095050,NA
401119745,9
401093840,NA
401119702,3
401119677,28
401119717,NA
401095099,NA
401119758,26
401121496,NA
401121284,NA
401121310,NA
401121446,NA
401121495,NA
401119757,26
401119744,9
401119675,28
401119701,3
401121309,NA
401121283,NA
401119716,NA
401121274,NA
401121445,NA
401119674,28
401119743,9
401119715,NA
401119700,3
401121282,NA
401121273,NA
401119756,26
401094531,NA
401093169,NA
401092798,NA
401092797,NA
401094928,NA
401119755,26
401119742,9
401094931,NA
401094930,NA
401094929,NA
401094927,NA
401094530,NA
401094529,NA
401094528,NA
401093168,NA
401092563,NA
401119673,28
401094527,NA
401119699,3
401095470,NA
401092561,NA
401093167,NA
401093025,NA
401095523,NA
401095452,NA
401092560,NA
401093023,NA
401095184,NA
401095157,NA
401095139,NA
401095113,NA
401094229,NA
401093839,NA
401093838,NA
401093837,NA
401093836,NA
401093024,NA
401093022,NA
401092562,NA
401092559,NA
401092558,NA
401119741,9
401096706,NA
401095776,NA
401095756,NA
401095718,NA
401119698,3
401119672,28
401095409,NA
401092564,NA
401121272,NA
401096228,NA
401096220,NA
401096145,NA
401096116,NA
401096101,NA
401096066,NA
401119754,26
401121494,NA
401121308,NA
401121271,NA
401121493,NA
401119753,26
401119740,9
401121444,NA
401121307,NA
401119697,3
401119671,28
401121270,NA
401119739,9
401119670,28
401121443,NA
401119696,3
401121269,NA
401121442,NA
401092796,NA
401092795,NA
401121435,NA
401096417,NA
401096331,NA
401096033,NA
401096353,NA
401096171,NA
401095963,NA
401121544,NA
401121543,NA
401121542,NA
401121541,NA
401121436,NA
401095941,NA
401095926,NA
401095893,NA
401094197,NA
401094196,NA
401094195,NA
401094194,NA
401094193,NA
401093545,NA
401093544,NA
401093543,NA
401092162,NA
401119695,3
401095911,NA
401095872,NA
401093542,NA
401093541,NA
401121306,NA
401119738,9
401119694,3
401121305,NA
401119669,28
401119737,9
401119693,3
401119668,28
401121281,NA
401094978,NA
401092611,NA
401095833,NA
401121437,NA
401121280,NA
401121278,NA
401121277,NA
401096722,NA
401096376,NA
401095797,NA
401121438,NA
401121276,NA
401121279,NA
401094526,NA
401094525,NA
401094524,NA
401094523,NA
401094926,NA
401094925,NA
401094522,NA
401094968,NA
401090660,NA
401090659,NA
401092816,NA
401090658,NA
401092590,NA
401090656,NA
401095428,NA
401095183,NA
401095138,NA
401095032,NA
401090657,NA
401103833,NA
401096386,NA
401096305,NA
401095755,NA
401095717,NA
401095408,NA
401096175,NA
401096115,NA
401090655,NA
401095386,NA
401094269,NA
401091654,NA
401094679,NA
401094712,NA
401094296,NA
401093021,NA
401095344,NA
401095381,NA
401095329,NA
401093020,NA
401093019,NA
401091657,NA
401091656,NA
401091655,NA
401091653,NA
401092133,NA
401092135,NA
401091652,NA
401092130,NA
401094775,NA
401094727,NA
401093835,NA
401093834,NA
401093833,NA
401092136,NA
401091172,NA
401091171,NA
401091170,NA
401091169,NA
401091651,NA
401091168,NA
401092132,NA
401093832,NA
401093831,NA
401092134,NA
401094658,NA
401092131,NA
401095611,NA
401092610,NA
401093369,NA
401093166,NA
401092794,NA
401094067,NA
401093540,NA
401093352,NA
401092793,NA
401096304,NA
401096075,NA
401095084,NA
401093539,NA
401092556,NA
401092554,NA
401096092,NA
401094977,NA
401094923,NA
401094066,NA
401095716,NA
401095451,NA
401095093,NA
401095062,NA
401094921,NA
401094518,NA
401094069,NA
401093165,NA
401092792,NA
401092791,NA
401092553,NA
401092318,NA
401092161,NA
401096244,NA
401090947,NA
401096144,NA
401096100,NA
401095925,NA
401095775,NA
401095754,NA
401095509,NA
401095049,NA
401094924,NA
401094922,NA
401094521,NA
401094520,NA
401094519,NA
401094517,NA
401094070,NA
401093163,NA
401092555,NA
401092317,NA
401092551,NA
401096422,NA
401096315,NA
401096256,NA
401096170,NA
401095975,NA
401095962,NA
401095686,NA
401095562,NA
401095556,NA
401094755,NA
401093882,NA
401093536,NA
401093018,NA
401092552,NA
401090654,NA
401092589,NA
401094635,NA
401096740,NA
401096403,NA
401096352,NA
401096269,NA
401096209,NA
401096134,NA
401096114,NA
401096065,NA
401096001,NA
401095994,NA
401095871,NA
401095852,NA
401095832,NA
401095796,NA
401095644,NA
401095630,NA
401095469,NA
401095315,NA
401095137,NA
401094967,NA
401094920,NA
401094228,NA
401094192,NA
401094191,NA
401094190,NA
401094189,NA
401093634,NA
401093538,NA
401093537,NA
401093351,NA
401093350,NA
401093349,NA
401093348,NA
401093164,NA
401092557,NA
401092316,NA
401092315,NA
401090946,NA
401090945,NA
401090944,NA
401090652,NA
401090651,NA
401090650,NA
401096721,NA
401095415,NA
401095407,NA
401095314,NA
401095313,NA
401095312,NA
401095156,NA
401095031,NA
401094188,NA
401090943,NA
401090653,NA
401095311,NA
401093859,NA
401093654,NA
401090942,NA
401090649,NA
401090948,NA
401094268,NA
401095385,NA
401095392,NA
401095343,NA
401095328,NA
401094068,NA
401094295,NA
401091167,NA
401093017,NA
401093016,NA
401095092,NA
401095048,NA
401093830,NA
401093829,NA
401093828,NA
401093827,NA
401093015,NA
401091166,NA
401091165,NA
401091164,NA
401095083,NA
401095073,NA
401094919,NA
401094918,NA
401094065,NA
401092790,NA
401092789,NA
401094063,NA
401094917,NA
401094064,NA
401094062,NA
401093162,NA
401091645,NA
401094774,NA
401093014,NA
401091650,NA
401095555,NA
401095450,NA
401095310,NA
401093161,NA
401093160,NA
401093013,NA
401091649,NA
401092126,NA
401091646,NA
401091647,NA
401092127,NA
401092125,NA
401095309,NA
401093347,NA
401093346,NA
401093345,NA
401093344,NA
401092314,NA
401092313,NA
401092311,NA
401092129,NA
401092128,NA
401092124,NA
401091648,NA
401091644,NA
401096341,NA
401096091,NA
401095680,NA
401094742,NA
401094227,NA
401096365,NA
401095658,NA
401095468,NA
401096280,NA
401096074,NA
401095629,NA
401095308,NA
401095307,NA
401095610,NA
401096208,NA
401092312,NA
401095568,NA
401095491,NA
401092788,NA
401092787,NA
401094516,NA
401094515,NA
401094514,NA
401094513,NA
401094512,NA
401093535,NA
401096169,NA
401094966,NA
401093368,NA
401091241,NA
401090941,NA
401096416,NA
401096330,NA
401096268,NA
401096032,NA
401095851,NA
401116694,NA
401096375,NA
401095961,NA
401095817,NA
401094187,NA
401094186,NA
401094185,NA
401094184,NA
401094183,NA
401093858,NA
401093693,NA
401093653,NA
401093534,NA
401092160,NA
401090953,NA
401090940,NA
401090939,NA
401090938,NA
401090937,NA
401093533,NA
401093532,NA
401093531,NA
401093343,NA
401090936,NA
401090935,NA
401093633,NA
401094657,NA
401090663,NA
401092815,NA
401095993,NA
401095940,NA
401095891,NA
401095195,NA
401096007,NA
401095924,NA
401095831,NA
401094976,NA
401094916,NA
401094678,NA
401092588,NA
401091643,NA
401095421,NA
401095170,NA
401095155,NA
401095136,NA
401095030,NA
401094794,NA
401094695,NA
401096699,NA
401096303,NA
401095753,NA
401095715,NA
401092123,NA
401096219,NA
401096143,NA
401096099,NA
401096224,NA
401093159,NA
401091640,NA
401094267,NA
401094294,NA
401095369,NA
401091639,NA
401094634,NA
401091638,NA
401090662,NA
401091162,NA
401093012,NA
401095342,NA
401093011,NA
401092121,NA
401091642,NA
401091249,NA
401091163,NA
401095358,NA
401092118,NA
401091637,NA
401091641,NA
401095679,NA
401095397,NA
401095306,NA
401095305,NA
401094711,NA
401093826,NA
401093825,NA
401093824,NA
401093342,NA
401093341,NA
401093340,NA
401093010,NA
401093009,NA
401091250,NA
401091161,NA
401090934,NA
401090933,NA
401090932,NA
401090931,NA
401093823,NA
401093822,NA
401093692,NA
401093339,NA
401092122,NA
401092117,NA
401091160,NA
401092120,NA
401092119,NA
401090930,NA
401092786,NA
401093158,NA
401093530,NA
401092785,NA
401090648,NA
401096302,NA
401096279,NA
401096207,NA
401096364,NA
401094965,NA
401096168,NA
401095670,NA
401095061,NA
401094915,NA
401094914,NA
401094060,NA
401095091,NA
401095047,NA
401094912,NA
401094511,NA
401094510,NA
401094059,NA
401094058,NA
401094057,NA
401092784,NA
401092783,NA
401092547,NA
401092307,NA
401092159,NA
401090647,NA
401095072,NA
401094180,NA
401092587,NA
401092546,NA
401096698,NA
401096385,NA
401096090,NA
401095910,NA
401095795,NA
401095732,NA
401095714,NA
401095169,NA
401094975,NA
401094913,NA
401094911,NA
401094509,NA
401094508,NA
401094507,NA
401094061,NA
401093529,NA
401092550,NA
401091159,NA
401096267,NA
401096243,NA
401095554,NA
401095537,NA
401095522,NA
401095304,NA
401093157,NA
401093156,NA
401092544,NA
401096073,NA
401096329,NA
401096314,NA
401096223,NA
401096218,NA
401096185,NA
401096113,NA
401096098,NA
401096064,NA
401096031,NA
401096000,NA
401095960,NA
401095870,NA
401095657,NA
401095467,NA
401095303,NA
401095154,NA
401094226,NA
401094181,NA
401094179,NA
401094178,NA
401093674,NA
401093652,NA
401093528,NA
401093527,NA
401093373,NA
401093338,NA
401092549,NA
401092545,NA
401092310,NA
401092309,NA
401092308,NA
401090929,NA
401090646,NA
401096395,NA
401096374,NA
401095816,NA
401095449,NA
401095406,NA
401095302,NA
401095135,NA
401095029,NA
401094182,NA
401093632,NA
401093526,NA
401092548,NA
401090928,NA
401092609,NA
401095923,NA
401095609,NA
401095357,NA
401094266,NA
401094293,NA
401095368,NA
401095396,NA
401095341,NA
401091156,NA
401093008,NA
401093007,NA
401093006,NA
401093005,NA
401091157,NA
401093004,NA
401095301,NA
401095300,NA
401095082,NA
401095046,NA
401093821,NA
401093820,NA
401093819,NA
401093337,NA
401093336,NA
401093335,NA
401093334,NA
401091158,NA
401093818,NA
401095071,NA
401095060,NA
401091155,NA
401092782,NA
401094054,NA
401094056,NA
401094055,NA
401094053,NA
401092781,NA
401092779,NA
401094909,NA
401091632,NA
401094910,NA
401094908,NA
401093155,NA
401091636,NA
401094656,NA
401095608,NA
401095299,NA
401095298,NA
401094754,NA
401093154,NA
401092780,NA
401091634,NA
401096167,NA
401095536,NA
401091635,NA
401092115,NA
401092113,NA
401094694,NA
401092111,NA
401091631,NA
401092116,NA
401092114,NA
401094784,NA
401094726,NA
401093333,NA
401093153,NA
401092306,NA
401092305,NA
401092112,NA
401092110,NA
401091633,NA
401090927,NA
401090926,NA
401096340,NA
401096242,NA
401096052,NA
401095466,NA
401096255,NA
401096402,NA
401096089,NA
401094710,NA
401094225,NA
401094506,NA
401094505,NA
401094504,NA
401094503,NA
401094502,NA
401096756,NA
401096415,NA
401096266,NA
401096030,NA
401095628,NA
401094633,NA
401090645,NA
401090643,NA
401092586,NA
401090641,NA
401096351,NA
401094989,NA
401094177,NA
401094176,NA
401094150,NA
401094148,NA
401093673,NA
401093651,NA
401093631,NA
401093525,NA
401093524,NA
401093523,NA
401092158,NA
401090925,NA
401090924,NA
401090923,NA
401090642,NA
401090640,NA
401093522,NA
401094907,NA
401090644,NA
401092814,NA
401093521,NA
401093857,NA
401096394,NA
401095992,NA
401095974,NA
401095869,NA
401095830,NA
401095815,NA
401095794,NA
401093332,NA
401093331,NA
401095983,NA
401095909,NA
401095356,NA
401095774,NA
401092109,NA
401116679,NA
401095405,NA
401095182,NA
401094655,NA
401091630,NA
401096697,NA
401096423,NA
401096384,NA
401096191,NA
401096142,NA
401096133,NA
401096063,NA
401094906,NA
401095028,NA
401095168,NA
401095134,NA
401095327,NA
401094764,NA
401091627,NA
401092608,NA
401091626,NA
401094292,NA
401094709,NA
401091625,NA
401092106,NA
401095380,NA
401094632,NA
401093367,NA
401093003,NA
401093002,NA
401092107,NA
401090922,NA
401090639,NA
401090638,NA
401091624,NA
401091629,NA
401092108,NA
401091628,NA
401092104,NA
401094773,NA
401094741,NA
401094265,NA
401093817,NA
401093816,NA
401093815,NA
401093814,NA
401093330,NA
401093001,NA
401091154,NA
401091152,NA
401090921,NA
401090920,NA
401090637,NA
401094677,NA
401095297,NA
401095296,NA
401093813,NA
401093329,NA
401093328,NA
401092105,NA
401091153,NA
401090919,NA
401091151,NA
401093000,NA
401090918,NA
401092778,NA
401092777,NA
401092585,NA
401092776,NA
401095045,NA
401093327,NA
401092775,NA
401096088,NA
401096301,NA
401096254,NA
401094501,NA
401092541,NA
401095678,NA
401096339,NA
401094048,NA
401095090,NA
401095081,NA
401095070,NA
401094500,NA
401094499,NA
401094173,NA
401094052,NA
401094049,NA
401093152,NA
401093151,NA
401095508,NA
401096424,NA
401096383,NA
401096190,NA
401096132,NA
401095890,NA
401095713,NA
401094905,NA
401094904,NA
401094903,NA
401094902,NA
401094901,NA
401094498,NA
401094497,NA
401094051,NA
401093150,NA
401093149,NA
401092543,NA
401092542,NA
401096414,NA
401096313,NA
401096166,NA
401096051,NA
401095773,NA
401095643,NA
401095627,NA
401095546,NA
401095521,NA
401095490,NA
401095448,NA
401095295,NA
401095027,NA
401092540,NA
401092539,NA
401092538,NA
401092537,NA
401090636,NA
401096241,NA
401092813,NA
401096739,NA
401096720,NA
401096328,NA
401096206,NA
401096141,NA
401096097,NA
401096062,NA
401095999,NA
401095973,NA
401095959,NA
401095939,NA
401095868,NA
401095829,NA
401095685,NA
401095294,NA
401095153,NA
401094988,NA
401094224,NA
401094174,NA
401094172,NA
401094171,NA
401093871,NA
401093672,NA
401093630,NA
401093520,NA
401093519,NA
401093518,NA
401093326,NA
401092304,NA
401092303,NA
401092302,NA
401092301,NA
401092157,NA
401090917,NA
401096373,NA
401095793,NA
401095293,NA
401095181,NA
401095167,NA
401095133,NA
401094175,NA
401093707,NA
401092103,NA
401091150,NA
401090916,NA
401090635,NA
401090634,NA
401093517,NA
401093516,NA
401095326,NA
401095399,NA
401094050,NA
401095355,NA
401095387,NA
401094291,NA
401094264,NA
401092997,NA
401091147,NA
401095292,NA
401095291,NA
401095089,NA
401095080,NA
401095044,NA
401093812,NA
401093811,NA
401093810,NA
401093325,NA
401093324,NA
401093323,NA
401092999,NA
401092998,NA
401092996,NA
401092995,NA
401091149,NA
401091148,NA
401091146,NA
401095059,NA
401093809,NA
401092771,NA
401094496,NA
401094495,NA
401095607,NA
401094494,NA
401094493,NA
401094492,NA
401092584,NA
401096029,NA
401095669,NA
401095656,NA
401093366,NA
401090632,NA
401092632,NA
401096747,NA
401096327,NA
401096292,NA
401096265,NA
401092164,NA
401092102,NA
401095958,NA
401094987,NA
401094170,NA
401094169,NA
401094168,NA
401094167,NA
401094166,NA
401093870,NA
401093671,NA
401093650,NA
401093629,NA
401093515,NA
401093514,NA
401093321,NA
401092156,NA
401090913,NA
401090912,NA
401090911,NA
401090631,NA
401093513,NA
401093512,NA
401093511,NA
401096407,NA
401090910,NA
401118753,NA
401092607,NA
401095982,NA
401095972,NA
401095908,NA
401095889,NA
401095867,NA
401095850,NA
401095828,NA
401095814,NA
401095792,NA
401093320,NA
401093319,NA
401094895,NA
401090630,NA
401091620,NA
401094653,NA
401095420,NA
401095166,NA
401095132,NA
401096426,NA
401095772,NA
401095731,NA
401095712,NA
401095152,NA
401095026,NA
401096184,NA
401096174,NA
401096112,NA
401096096,NA
401096061,NA
401096131,NA
401093804,NA
401095354,NA
401095325,NA
401094676,NA
401091619,NA
401091144,NA
401095340,NA
401094964,NA
401094753,NA
401094630,NA
401092994,NA
401092993,NA
401091143,NA
401090909,NA
401090629,NA
401091617,NA
401094692,NA
401092093,NA
401095393,NA
401092095,NA
401095288,NA
401094739,NA
401094725,NA
401093808,NA
401093807,NA
401093806,NA
401093805,NA
401092992,NA
401092098,NA
401092094,NA
401091618,NA
401091142,NA
401090908,NA
401090907,NA
401090906,NA
401090628,NA
401090627,NA
401095287,NA
401092097,NA
401091141,NA
401092096,NA
401092165,NA
401092991,NA
401091616,NA
401090905,NA
401092606,NA
401093144,NA
401094041,NA
401095001,NA
401092631,NA
401095025,NA
401096712,NA
401096338,NA
401095907,NA
401095098,NA
401092768,NA
401090904,NA
401094894,NA
401095711,NA
401095446,NA
401095088,NA
401095079,NA
401095043,NA
401094893,NA
401094892,NA
401094491,NA
401094042,NA
401094040,NA
401093318,NA
401093143,NA
401092770,NA
401092769,NA
401092767,NA
401092155,NA
401094290,NA
401096239,NA
401095957,NA
401094163,NA
401096382,NA
401096264,NA
401096095,NA
401095771,NA
401095730,NA
401095544,NA
401095131,NA
401094891,NA
401094890,NA
401094490,NA
401094489,NA
401094488,NA
401094043,NA
401093510,NA
401093508,NA
401093142,NA
401092530,NA
401092527,NA
401092296,NA
401096350,NA
401096291,NA
401096252,NA
401096028,NA
401095888,NA
401095655,NA
401095642,NA
401095286,NA
401094487,NA
401094263,NA
401094039,NA
401093141,NA
401092528,NA
401092525,NA
401092295,NA
401090626,NA
401096049,NA
401095813,NA
401093509,NA
401096086,NA
401096401,NA
401096326,NA
401096312,NA
401096183,NA
401096173,NA
401096130,NA
401096111,NA
401096060,NA
401095981,NA
401095938,NA
401095866,NA
401095827,NA
401095668,NA
401095606,NA
401095506,NA
401095488,NA
401095465,NA
401095284,NA
401095165,NA
401094223,NA
401094165,NA
401094162,NA
401093649,NA
401093628,NA
401093507,NA
401093317,NA
401093316,NA
401093315,NA
401093314,NA
401092526,NA
401092524,NA
401092294,NA
401092293,NA
401092583,NA
401090624,NA
401095285,NA
401095151,NA
401094164,NA
401094161,NA
401093706,NA
401093691,NA
401093506,NA
401090625,NA
401095791,NA
401095180,NA
401092529,NA
401090903,NA
401095324,NA
401095367,NA
401095379,NA
401095339,NA
401091140,NA
401095283,NA
401092989,NA
401092987,NA
401092986,NA
401091139,NA
401091138,NA
401095282,NA
401095058,NA
401095042,NA
401093803,NA
401093802,NA
401093801,NA
401092990,NA
401091145,NA
401091137,NA
401095194,NA
401095069,NA
401092988,NA
401093800,NA
401094289,NA
401094889,NA
401094262,NA
401094037,NA
401094035,NA
401092766,NA
401092765,NA
401092764,NA
401094887,NA
401094675,NA
401094888,NA
401094886,NA
401094036,NA
401091612,NA
401095641,NA
401095445,NA
401095281,NA
401095280,NA
401093140,NA
401093139,NA
401093138,NA
401095543,NA
401092088,NA
401092089,NA
401092086,NA
401091614,NA
401091611,NA
401091613,NA
401094724,NA
401094629,NA
401093313,NA
401093312,NA
401093311,NA
401093310,NA
401093309,NA
401092521,NA
401092519,NA
401092518,NA
401092092,NA
401092091,NA
401092090,NA
401092087,NA
401091615,NA
401090902,NA
401094691,NA
401096251,NA
401096048,NA
401095487,NA
401092520,NA
401096362,NA
401096204,NA
401095505,NA
401095464,NA
401092523,NA
401096278,NA
401096085,NA
401092292,NA
401094885,NA
401094038,NA
401094222,NA
401092522,NA
401092763,NA
401094486,NA
401094974,NA
401094485,NA
401094484,NA
401094483,NA
401096752,NA
401096413,NA
401095654,NA
401095605,NA
401095007,NA
401093365,NA
401090623,NA
401090622,NA
401090621,NA
401096325,NA
401096165,NA
401090620,NA
401095956,NA
401095626,NA
401094771,NA
401094652,NA
401094160,NA
401094159,NA
401094158,NA
401094157,NA
401094156,NA
401093705,NA
401093690,NA
401093670,NA
401093648,NA
401092291,NA
401092154,NA
401090901,NA
401090900,NA
401090899,NA
401090898,NA
401090897,NA
401094482,NA
401090896,NA
401095937,NA
401095922,NA
401095906,NA
401095887,NA
401095865,NA
401095849,NA
401095812,NA
401095790,NA
401090619,NA
401096393,NA
401116633,NA
401094884,NA
401094628,NA
401092582,NA
401116973,NA
401091610,NA
401096300,NA
401095729,NA
401095710,NA
401096381,NA
401096129,NA
401096152,NA
401096110,NA
401096059,NA
401116696,NA
401091608,NA
401094762,NA
401094738,NA
401095640,NA
401095391,NA
401095338,NA
401095366,NA
401091609,NA
401095378,NA
401095000,NA
401094723,NA
401094651,NA
401093364,NA
401092985,NA
401092984,NA
401091607,NA
401091606,NA
401092084,NA
401091134,NA
401094674,NA
401091605,NA
401094707,NA
401092082,NA
401095693,NA
401093799,NA
401093798,NA
401093797,NA
401093308,NA
401093307,NA
401092983,NA
401092982,NA
401092081,NA
401091136,NA
401091135,NA
401091133,NA
401090894,NA
401090893,NA
401090892,NA
401091604,NA
401093796,NA
401093795,NA
401093306,NA
401092083,NA
401092080,NA
401091132,NA
401090891,NA
401090890,NA
401090618,NA
401092085,NA
401090895,NA
401090889,NA
401092762,NA
401094030,NA
401092761,NA
401090617,NA
401095323,NA
401094033,NA
401092516,NA
401096410,NA
401096361,NA
401095728,NA
401095078,NA
401096746,NA
401095057,NA
401094879,NA
401094034,NA
401095068,NA
401094882,NA
401094481,NA
401094032,NA
401094031,NA
401092760,NA
401092759,NA
401092515,NA
401090616,NA
401095041,NA
401092605,NA
401096425,NA
401096299,NA
401096084,NA
401095789,NA
401095770,NA
401095709,NA
401095553,NA
401095444,NA
401094883,NA
401094881,NA
401094880,NA
401094480,NA
401094479,NA
401094478,NA
401094477,NA
401093505,NA
401093137,NA
401093136,NA
401092517,NA
401096263,NA
401096238,NA
401096164,NA
401096047,NA
401096027,NA
401095905,NA
401095667,NA
401095561,NA
401095463,NA
401094221,NA
401093305,NA
401093134,NA
401092514,NA
401092513,NA
401092512,NA
401092511,NA
401090614,NA
401095848,NA
401094153,NA
401092581,NA
401092079,NA
401092630,NA
401096719,NA
401096349,NA
401096290,NA
401096203,NA
401096151,NA
401096140,NA
401096128,NA
401096109,NA
401096094,NA
401096058,NA
401095998,NA
401095991,NA
401095921,NA
401095886,NA
401095486,NA
401095279,NA
401095278,NA
401095275,NA
401095150,NA
401094155,NA
401094152,NA
401093704,NA
401093669,NA
401093627,NA
401093504,NA
401093503,NA
401093502,NA
401093304,NA
401092290,NA
401092289,NA
401092288,NA
401092287,NA
401092153,NA
401090615,NA
401095826,NA
401095414,NA
401095277,NA
401095276,NA
401095179,NA
401095164,NA
401095024,NA
401094154,NA
401094151,NA
401093689,NA
401093501,NA
401093135,NA
401090613,NA
401095625,NA
401095353,NA
401095337,NA
401095390,NA
401095377,NA
401094261,NA
401095639,NA
401092981,NA
401092979,NA
401092978,NA
401095067,NA
401093794,NA
401093793,NA
401093792,NA
401093303,NA
401093302,NA
401093301,NA
401092980,NA
401092977,NA
401091131,NA
401091130,NA
401091129,NA
401091128,NA
401095040,NA
401093791,NA
401095087,NA
401095056,NA
401116974,NA
401095322,NA
401094877,NA
401094029,NA
401094876,NA
401094027,NA
401092758,NA
401092757,NA
401094026,NA
401096046,NA
401095604,NA
401092756,NA
401092509,NA
401091599,NA
401094878,NA
401094875,NA
401094028,NA
401094752,NA
401094737,NA
401092510,NA
401092508,NA
401091603,NA
401091600,NA
401090888,NA
401093133,NA
401091602,NA
401095462,NA
401094220,NA
401092507,NA
401090612,NA
401092073,NA
401092078,NA
401094690,NA
401094650,NA
401092077,NA
401092074,NA
401095274,NA
401095273,NA
401095272,NA
401095271,NA
401094627,NA
401093132,NA
401092506,NA
401092286,NA
401092283,NA
401092076,NA
401092075,NA
401092072,NA
401091601,NA
401090887,NA
401094706,NA
401094147,NA
401093300,NA
401093299,NA
401091598,NA
401096400,NA
401096202,NA
401096083,NA
401092285,NA
401094673,NA
401092284,NA
401093131,NA
401096250,NA
401096277,NA
401092505,NA
401090886,NA
401092755,NA
401094476,NA
401094475,NA
401094474,NA
401094473,NA
401094472,NA
401092580,NA
401096289,NA
401096163,NA
401096026,NA
401095955,NA
401095653,NA
401095624,NA
401094963,NA
401093363,NA
401096745,NA
401096372,NA
401094149,NA
401093856,NA
401093688,NA
401093647,NA
401093499,NA
401093498,NA
401093497,NA
401093298,NA
401090611,NA
401090610,NA
401096717,NA
401093500,NA
401093496,NA
401090885,NA
401090609,NA
401093626,NA
401090884,NA
401090608,NA
401092629,NA
401095847,NA
401095520,NA
401090607,NA
401095936,NA
401095920,NA
401095864,NA
401095811,NA
401095788,NA
401093297,NA
401095980,NA
401095885,NA
401095825,NA
401094874,NA
401092604,NA
401094736,NA
401091597,NA
401095427,NA
401095404,NA
401095178,NA
401095130,NA
401095023,NA
401096696,NA
401096298,NA
401095727,NA
401095708,NA
401096222,NA
401096127,NA
401096057,NA
401096139,NA
401095352,NA
401091594,NA
401090606,NA
401094260,NA
401092579,NA
401091593,NA
401095365,NA
401094288,NA
401094672,NA
401091595,NA
401095321,NA
401094751,NA
401094626,NA
401092975,NA
401092974,NA
401092071,NA
401092069,NA
401092067,NA
401095389,NA
401092066,NA
401091126,NA
401094783,NA
401092070,NA
401094705,NA
401095787,NA
401095270,NA
401095269,NA
401093790,NA
401093789,NA
401093788,NA
401093787,NA
401093296,NA
401093295,NA
401092976,NA
401092973,NA
401091596,NA
401091592,NA
401091127,NA
401091125,NA
401090883,NA
401090882,NA
401090881,NA
401092065,NA
401096724,NA
401095097,NA
401094990,NA
401093786,NA
401093362,NA
401092068,NA
401091591,NA
401091124,NA
401090880,NA
401094649,NA
401093646,NA
401090879,NA
